name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
Fp1	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
Fp2	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
F5	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
AFz	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
F6	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
T7	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
Cz	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
T8	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
P7	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
P3	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
Pz	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
P4	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
P8	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
O1	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
Oz	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
O2	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
